1402409480632,"Wi-Fi-netwerk van R. Kaasenbrood","90:72:40:14:54:58",-84
1402409480633,"utrecht3515","84:9c:a6:63:e0:86",-63
1402409480633,"SpeedTouch367917","00:18:f6:67:52:c6",-81
1402409480633,"Duvel","e8:40:f2:94:28:db",-64
1402409480633,"FRITZ!Box Fon WLAN 7360","c0:25:06:5a:ed:46",-86
1402409480633,"Ziggo","ea:40:f2:94:28:dc",-64
1402409480634,"Zy_private_E4XHWM","fc:f5:28:92:d1:cc",-81
1402409480634,"FRITZ!Box Guest Access","c6:25:06:5a:ed:46",-89
1402409480634,"HOOGHWINKELNEW_EXT","64:d1:a3:20:4f:17",-80
1402409480634,"Ziggo60CCB","70:18:8b:9c:32:db",-88
1402409480634,"Ziggo","72:18:8b:9c:32:dc",-91
1402409480634,"SpeedTouch2E9098","00:1d:68:73:d5:28",-89
1402409480635,"Sitecom4C0AF6","00:0c:f6:4c:0a:f6",-85
1402409480635,"Vlinder","84:9c:a6:b4:da:52",-89
1402409480635,"VGV75196A7979","50:7e:5d:6a:79:78",-76
1402409480635,"HG655D-CC58EB","72:2b:c1:cc:58:e8",-93
1402409480636,"Dagobert","cc:b2:55:94:57:44",-78
1402409480636,"Scheteris","00:24:8c:2b:ac:cb",-87
1402409481644,"Wi-Fi-netwerk van R. Kaasenbrood","90:72:40:14:54:58",-84
1402409481644,"utrecht3515","84:9c:a6:63:e0:86",-59
1402409481644,"SpeedTouch367917","00:18:f6:67:52:c6",-79
1402409481644,"Duvel","e8:40:f2:94:28:db",-63
1402409481645,"FRITZ!Box Fon WLAN 7360","c0:25:06:5a:ed:46",-86
1402409481648,"Ziggo","ea:40:f2:94:28:dc",-64
1402409481648,"Zy_private_E4XHWM","fc:f5:28:92:d1:cc",-85
1402409481648,"FRITZ!Box Guest Access","c6:25:06:5a:ed:46",-89
1402409481648,"HOOGHWINKELNEW_EXT","64:d1:a3:20:4f:17",-80
1402409481648,"Ziggo60CCB","70:18:8b:9c:32:db",-85
1402409481649,"Ziggo","72:18:8b:9c:32:dc",-87
1402409481649,"SpeedTouch2E9098","00:1d:68:73:d5:28",-89
1402409481649,"Sitecom4C0AF6","00:0c:f6:4c:0a:f6",-85
1402409481649,"Vlinder","84:9c:a6:b4:da:52",-89
1402409481650,"VGV75196A7979","50:7e:5d:6a:79:78",-76
1402409481650,"HG655D-CC58EB","72:2b:c1:cc:58:e8",-91
1402409481671,"Dagobert","cc:b2:55:94:57:44",-83
1402409481671,"Scheteris","00:24:8c:2b:ac:cb",-87
1402409482676,"Wi-Fi-netwerk van R. Kaasenbrood","90:72:40:14:54:58",-78
1402409482677,"utrecht3515","84:9c:a6:63:e0:86",-59
1402409482677,"SpeedTouch367917","00:18:f6:67:52:c6",-81
1402409482677,"Duvel","e8:40:f2:94:28:db",-67
1402409482677,"Ziggo","ea:40:f2:94:28:dc",-68
1402409482677,"Zy_private_E4XHWM","fc:f5:28:92:d1:cc",-85
1402409482677,"FRITZ!Box Guest Access","c6:25:06:5a:ed:46",-89
1402409482677,"HOOGHWINKELNEW_EXT","64:d1:a3:20:4f:17",-77
1402409482677,"Ziggo60CCB","70:18:8b:9c:32:db",-86
1402409482678,"Ziggo","72:18:8b:9c:32:dc",-86
1402409482678,"Sitecom4C0AF6","00:0c:f6:4c:0a:f6",-85
1402409482678,"Vlinder","84:9c:a6:b4:da:52",-93
1402409482678,"VGV75196A7979","50:7e:5d:6a:79:78",-69
1402409482678,"HG655D-CC58EB","72:2b:c1:cc:58:e8",-91
1402409482678,"Dagobert","cc:b2:55:94:57:44",-83
1402409482678,"Scheteris","00:24:8c:2b:ac:cb",-90
1402409482678,"starthere","e0:91:f5:57:be:9e",-87
1402409483694,"Wi-Fi-netwerk van R. Kaasenbrood","90:72:40:14:54:58",-78
1402409483696,"utrecht3515","84:9c:a6:63:e0:86",-65
1402409483696,"SpeedTouch367917","00:18:f6:67:52:c6",-73
1402409483726,"Duvel","e8:40:f2:94:28:db",-72
1402409483726,"Ziggo","ea:40:f2:94:28:dc",-66
1402409483726,"Zy_private_E4XHWM","fc:f5:28:92:d1:cc",-80
1402409483727,"FRITZ!Box Guest Access","c6:25:06:5a:ed:46",-89
1402409483727,"HOOGHWINKELNEW_EXT","64:d1:a3:20:4f:17",-70
1402409483727,"Ziggo60CCB","70:18:8b:9c:32:db",-74
1402409483727,"Ziggo","72:18:8b:9c:32:dc",-75
1402409483727,"Sitecom4C0AF6","00:0c:f6:4c:0a:f6",-84
