1402409584683,"FRITZ!Box Fon WLAN 7340","bc:05:43:6f:ca:ae",-87
1402409584698,"ARJANHUIJZER-PC_Network-2.4G","c4:3d:c7:91:0d:6e",-91
1402409584737,"Sitecom4C0AF6","00:0c:f6:4c:0a:f6",-83
1402409584753,"Mineel","5c:96:9d:66:3e:31",-88
1402409587967,"Wi-Fi-netwerk van R. Kaasenbrood","90:72:40:14:54:58",-79
1402409587992,"utrecht3515","84:9c:a6:63:e0:86",-58
1402409588007,"SpeedTouch367917","00:18:f6:67:52:c6",-81
1402409588023,"Duvel","e8:40:f2:94:28:db",-63
1402409588054,"Ziggo","ea:40:f2:94:28:dc",-61
1402409588079,"Zy_private_E4XHWM","fc:f5:28:92:d1:cc",-78
1402409588094,"FRITZ!Box Guest Access","c6:25:06:5a:ed:46",-85
1402409588108,"HOOGHWINKELNEW_EXT","64:d1:a3:20:4f:17",-69
1402409588123,"Ziggo60CCB","70:18:8b:9c:32:db",-80
1402409588137,"VGV75196A7979","50:7e:5d:6a:79:78",-70
1402409588152,"FRITZ!Box Fon WLAN 7360","c0:25:06:5a:ed:46",-80
1402409588166,"Vlinder","84:9c:a6:b4:da:52",-83
1402409588181,"Ziggo","72:18:8b:9c:32:dc",-80
1402409588195,"starthere","e0:91:f5:57:be:9e",-87
1402409588210,"FRITZ!Box Fon WLAN 7340","bc:05:43:6f:ca:ae",-87
1402409588225,"ARJANHUIJZER-PC_Network-2.4G","c4:3d:c7:91:0d:6e",-91
1402409588242,"Sitecom4C0AF6","00:0c:f6:4c:0a:f6",-87
1402409588259,"Mineel","5c:96:9d:66:3e:31",-88
1402409588276,"HG655D-CC58EB","72:2b:c1:cc:58:e8",-90
1402409591612,"Wi-Fi-netwerk van R. Kaasenbrood","90:72:40:14:54:58",-76
1402409591637,"utrecht3515","84:9c:a6:63:e0:86",-54
1402409591672,"SpeedTouch367917","00:18:f6:67:52:c6",-79
1402409591684,"Duvel","e8:40:f2:94:28:db",-67
1402409591701,"Ziggo","ea:40:f2:94:28:dc",-61
1402409591737,"Zy_private_E4XHWM","fc:f5:28:92:d1:cc",-73
1402409591770,"FRITZ!Box Guest Access","c6:25:06:5a:ed:46",-85
1402409591785,"HOOGHWINKELNEW_EXT","64:d1:a3:20:4f:17",-72
1402409591809,"Ziggo60CCB","70:18:8b:9c:32:db",-72
1402409591828,"VGV75196A7979","50:7e:5d:6a:79:78",-70
1402409591862,"FRITZ!Box Fon WLAN 7360","c0:25:06:5a:ed:46",-82
1402409591889,"Vlinder","84:9c:a6:b4:da:52",-86
1402409591907,"Ziggo","72:18:8b:9c:32:dc",-77
1402409591931,"starthere","e0:91:f5:57:be:9e",-90
1402409591957,"Sitecom4C0AF6","00:0c:f6:4c:0a:f6",-87
1402409591986,"Mineel","5c:96:9d:66:3e:31",-88
1402409592024,"HG655D-CC58EB","72:2b:c1:cc:58:e8",-90
1402409592101,"Scheteris","00:24:8c:2b:ac:cb",-76
1402409595374,"Wi-Fi-netwerk van R. Kaasenbrood","90:72:40:14:54:58",-76
1402409595389,"utrecht3515","84:9c:a6:63:e0:86",-58
1402409595403,"SpeedTouch367917","00:18:f6:67:52:c6",-79
1402409595417,"Duvel","e8:40:f2:94:28:db",-61
1402409595437,"Ziggo","ea:40:f2:94:28:dc",-60
1402409595467,"Zy_private_E4XHWM","fc:f5:28:92:d1:cc",-85
1402409595483,"FRITZ!Box Guest Access","c6:25:06:5a:ed:46",-82
1402409595496,"HOOGHWINKELNEW_EXT","64:d1:a3:20:4f:17",-72
1402409595513,"Ziggo60CCB","70:18:8b:9c:32:db",-80
1402409595549,"VGV75196A7979","50:7e:5d:6a:79:78",-81
1402409595579,"FRITZ!Box Fon WLAN 7360","c0:25:06:5a:ed:46",-81
1402409595593,"Vlinder","84:9c:a6:b4:da:52",-81
1402409595608,"Ziggo","72:18:8b:9c:32:dc",-81
1402409595621,"starthere","e0:91:f5:57:be:9e",-90
1402409595645,"Sitecom4C0AF6","00:0c:f6:4c:0a:f6",-87
1402409595704,"Mineel","5c:96:9d:66:3e:31",-88
1402409595746,"HG655D-CC58EB","72:2b:c1:cc:58:e8",-90
1402409595787,"Scheteris","00:24:8c:2b:ac:cb",-76
1402409595836,"Tele2modem-internet","00:23:54:85:fd:ca",-93
